NumeroRegistro;Sección;Denominación;Domicilio social;Código;Fecha;
2078;PRIMERA;PEÑA TAURINA LA CARMENCITA;C/ VARGAS Nº 63, INTERIOR, CP: 39010, SANTANDER, CANTABRIA;;03/01/1996;
2081;PRIMERA;CONSUELO BERGES DE MUJERES SEPARADAS Y/O DIVORCIADAS;AVDA. REINA VICTORIA Nº 33 - ENTRESUELO, CP: 39004, SANTANDER, CANTABRIA;;17/01/1996;
2083;PRIMERA;TERCERA EDAD DE PIELAGOS;C/.LUIS DE LA CONCHA Nº 43 , CP: 39470, RENEDO DE PIÉLAGOS, CANTABRIA;;17/01/1996;
2084;PRIMERA;PEÑA BOLÍSTICA SANCIBRIAN;AVDA. JOSÉ MARÍA DE PEREDA, 54, CP: 39011, SANCIBRIAN, CANTABRIA;;22/01/1996;
2085;PRIMERA;CULTURAL PLAZA PORTICADA;LAS CABALLERIZAS REALES - PALACIO DE LA MAGDALENA, CP: 39005, SANTANDER, CANTABRIA;;16/01/1996;
2087;PRIMERA;CULTURAL OLNA;C/ SAN JORGE, Nº 2, CP: 39400, LOS CORRALES DE BUELNA, CANTABRIA;;13/11/1995;
2090;PRIMERA;LEONOR  VEGA;C/ MARTIRES Nº 3, CASA ESCUDOS, CP: 39300, TORRELAVEG, CANTABRIA;;03/09/1999;
2093;PRIMERA;GRUPO DE DANZAS LA MILAGROSA;C/ GENERAL DAVILA Nº 208, CP: 39006, SANTANDER, CANTABRIA;;24/01/1996;
2095;PRIMERA;CULTURAL DEPORTIVA EL COSU;LA CASA DEL PUEBLO. Bº LA VENTA, CP: 39538, REOCIN, CANTABRIA;;30/01/1996;
2096;PRIMERA;DE AFASICOS DE CANTABRIA;C/ SANTA LUCIA, Nº 1 - 6º D, CP: 39003, SANTANDER, CANTABRIA;;30/01/1996;
2099;PRIMERA;VECINAL DE BERRIA;3ª AVDA. DE BERRIA Nº 24, CP: 39740, SANTOÑA, CANTABRIA;;01/02/1996;
2100;PRIMERA;PEÑA GASTRONOMICO TAURINA EL CENTENARIO;C/ MONTEVIDEO, Nº 5, CP: 39008, SANTANDER, CANTABRIA;;05/02/1996;
2103;PRIMERA;DE AMIGOS DEL MUSEO DE ALTAMIRA;MUSEO DE ALTAMIRA. AVDA. DE DON MARCELINO SANZ DE SAUTUOLA, S/N, CP: 39330, SANTILLANA DEL MAR, CANTABRIA;;08/02/1996;
2106;PRIMERA;CORO CUMBRES CANTABRAS;COLEGIO PUBLICO MENENDES PIDAL DEL BARRIO DE COVADONGA, CP: 39300, TORRELAVEGA, CANTABRIA;;15/02/1996;
2109;PRIMERA;TUNA UNIVERSITARIA DE DISTRITO DE SANTANDER;EDF. INTERFACULTATIVO (CEUC) AV/. CASTROS S/N., CP: 39005, SANTANDER, CANTABRIA;;19/02/1996;
2116;PRIMERA;CANTA LAREDO;C/ LOPEZ SEÑA, Nº 8 . CASA CULTURAL DOCTOR VELASCO, CP: 39770, LAREDO, CANTABRIA;;15/02/1996;
2126;PRIMERA;CORO DE CAMARA ALLEGRANZA;C/ ZANCAJO OSORIO, Nº 3 - 7º A, CP: 39009, SANTANDER, CANTABRIA;;08/03/1996;
2128;PRIMERA;DE VECINOS DE ESCOBEDO;ANEXO ERMITA DE SANTA CRUZ. BARRIO SANTA CRUZ S/N, CP: 39609, ESCOBEDO, CANTABRIA;;11/03/1996;
2132;PRIMERA;PARA LA RECUPERACION Y DEFENSA DEL RIO NANSA Y  AFLUENTES;COSIO, CP: 39559, COSIO, CANTABRIA;;09/04/1996;
2133;PRIMERA;DE MAYORES DE LA TERCERA EDAD DE PEDREÑA;Bº LAS ESCUELA  S/N, CP: 39130, PEDREÑA, CANTABRIA;;19/04/1996;
2137;PRIMERA;CULTURAL ESCARPINAA;C/ MARCELO DIAZ, Nº 1, CP: 39350, HINOJEDO, CANTABRIA;;19/04/1996;
2138;PRIMERA;CENTRO DE ADOPCION Y PROTECCION DE ANIMALES DEL BESAYA (C.A.P.A.B.);C/ ANGEL DE LA BODEGA, Nº 6 - 3º IZQ., CP: 39500, CABEZON DE LA SAL, CANTABRIA;;23/04/1996;
2139;PRIMERA;PEÑA TAURINA EL BURLADERO;C/ JERONIMO SAIZ DE LA MAZA, Nº 4 (BAR CUATRO CAMINOS), CP: 39008, SANTANDER, CANTABRIA;;19/05/1996;
2140;PRIMERA;DE VECINOS SAN MIGUEL DE ARAS;SAN MIGUEL DE ARAS S/N, CP: 39766, SAN MIGUEL DE ARAS, CANTABRIA;;05/10/2010;
2143;PRIMERA;AULA DE CULTURA LA VENENCIA;C/ VIRGEN DE LA PALOMA Nº 3, CP: 39007, SANTANDER, CANTABRIA;;22/04/1996;
2144;PRIMERA;CULTURAL STUDIO 36;C/ TRES DE NOVIEMBRE, 1 - D; ESCALERA B - ENTRESUELO, CP: 39008, SANTANDER, CANTABRIA;;23/04/1996
2150;PRIMERA;SOCIO CULT. DEP. DE LA JUVENTUD DE LA CAVADA;ACCIÓN CATÓLICA COL. PÚB. L Y J DEL VALLE DE LA CAVADA., LA CAVADA, CANTABRIA;;26/04/1996;
2151;PRIMERA;AGRUPACION CORAL SARDINERO;C/ JUAN JOSE PEREZ DEL MOLINO, Nº 23 - 5º DCHA., CP: 39006, SANTANDER, CANTABRIA;;29/04/1996;
2152;PRIMERA;MUSICAL STELLA MARIS;BARRIO DE SAN PEDRO S/N, HINOJEDO, CANTABRIA;;02/05/1996;
2154;PRIMERA;CULTURAL TACATACATA;CASTELAR 21-2º, SANTANDER, CANTABRIA;;09/05/1996;
2155;PRIMERA;DE JUBILADOS INDEPENDIENTES DE CANTABRIA;C/ SAN ANTON Nº 2, CP: 39003, SANTANDER, CANTABRIA;;29/04/1996;
2156;PRIMERA;EMPRESARIAL PARA EL DESARROLLO, PROMOCION Y PROTECCION DEL VALLE DE POLACIONES;AYUNTAMIENTO DE POLACIONES, LOMBRAÑA, CANTABRIA;;10/05/1996;
2157;PRIMERA;CLUB DE AMIGOS IVAN DE LA PEÑA;HOTEL Mª ISABEL - CALLE AVDA. GARCÍA LAGO, S/N, SANTANDER, CANTABRIA;;22/03/1996;
2158;PRIMERA;DUO DE FLAUTA Y PIANO;CARRERA Nº 8- 4º, TORRELAVEGA, CANTABRIA;;29/04/1996;
2159;PRIMERA;DE PROPIETARIOS DEL EDIFICIO SITO EN LA CALLE JESUS DE MONASTERIO NUMERO 15;JESUS DE MONASTERIO Nº 15, SANTANDER, CANTABRIA;;29/04/1996;
2160;PRIMERA;RED DE EMERGENCIAS DE CANTABRIA;OTAÑES Nº84 DE OTAÑES, OTAÑES, CANTABRIA;;29/05/1996;
2161;PRIMERA;PEÑA CULTURAL ARNIA;SAN CAMILO Nº32 BAJO., BOO DE GUARNIZO, CANTABRIA;;29/05/1996;
2162;PRIMERA;DEPORTIVO-CULTURAL ZURDO DE BIELVA;BIELVA (HERRERÍAS), BIELVA, CANTABRIA;;29/05/1996;
2163;PRIMERA;PARA LA CONSERVACION DE ORGANOS DE CANTABRIA;MUSEO DIOCESANO REGINA COELI - EL CRUCE S/N, CP: 39300, SANTILLANA DEL MAR, CANTABRIA;;09/06/1996;
2164;PRIMERA;DE SIQUIATRIZADOS ALTERNATIVOS;VARGAS Nº7 IZQ, SANTANDER, CANTABRIA;;29/05/1996;
2165;PRIMERA;ROTARY CLUB DE TORRELAVEGA;HOTEL TORRELAVEGA,PASEO JULIO HAUZEUR,6, CP: 39300, TORRELAVEGA, CANTABRIA;;29/05/1996;
2167;PRIMERA;CULTURAL DEL MUNICIPIO DE CARTES;GENERALÍSIMO FRANCO S/N, CARTES, CANTABRIA;;03/06/1996;
2168;PRIMERA;CULTURAL FEMENINA DE HERRERIAS; CALLE BIELVA Nº S/N, CP: 39550, BIELVA, CANTABRIA;212;04/06/1996;
2170;PRIMERA;CENTRO ARAGONES EN CANTABRIA;RESTAURANTE NUEVO MUNDO C/ STADIUM Nº 19, CP: 39005, SANTANDER, CANTABRIA;;04/06/1996;
2172;PRIMERA;CANTABRA DE USUARIOS DE INTERNET;FRANCISCO CUBRÍA Nº1,ENTLO. PUERTA  E, SANTANDER, CANTABRIA;129;04/06/1996;
2173;PRIMERA;AGRUPACION CORAL SANTA CECILIA;BARRIO SAN PEDRO S/N HINOJEDO, HINOJEDO, CANTABRIA;;05/06/1996;
2175;PRIMERA;PARA LA CONSERVACION DEL ENTORNO DE LIENCRES;LA RETORIA, CP: 39571, ANIEZO, CANTABRIA;;19/06/1996;
2176;PRIMERA;COMICS: 9º ARTE;RUBIO Nº 10-3º IZQ, SANTANDER, CANTABRIA;;21/12/2007;
2177;PRIMERA;INSTITUTO CANTABRO DE INSERCION SOCIAL;HERRERA ORIA Nº 31-E. 5º-E, SANTANDER, CANTABRIA;;17/06/1996;
2179;PRIMERA;DE DOCENTES DE EDUCACION FISICA DE CANTABRIA;CASA DEL DEPORTE. DESPACHO 201. AVDA. DEL DEPORTE S/N, CP: 39012, SANTANDER, CANTABRIA;;17/06/1996;
2180;PRIMERA;LA PICA ?L CUETU.;BARRIO LA MAILLA S/N DE SELORES DE CABUÉRNIGA, BO. LA MAHILLA S/N., CABUÉRNIGA, CANTABRIA;;20/12/2007;
2181;PRIMERA;DE LA TERCERA EDAD DE PONTEJOS;Bª EL PUERTO PONTEJOS S/N, CP: 39140, RIBAMONTAN AL MAR, CANTABRIA;129;18/06/1966;
2182;PRIMERA;TALLER DE ARTES;ASILO Nº 10, ASILO Nº10, CANTABRIA;;19/06/1996;
2183;PRIMERA;ANTIGUOS ALUMNOS DEL I.E.S  FUENTE FRESNEDO;LOCALES DEL PROPIO CENTRO EN LAREDO, LAREDO, CANTABRIA;;26/06/1996;
2184;PRIMERA;HERMANAMIENTO LOS CORRALES DE BUELNA;CENTRO SOCIAL LA RASILLA. C/ SAN JORGE Nº 2, CP: 39400, LOS CORRALES DE BUELNA, CANTABRIA;129;28/06/1996;
2185;PRIMERA;ARQUITECTOS TECNICOS DE CANTABRIA;AVDA. DE LOS CASTROS 65-6º B, SANTANDER, CANTABRIA;;28/06/1996;
2186;PRIMERA;RECIVER;C/ PADRE IGNACIO ELLACURIA, Nº 115-BAJO, CP: 39770, LAREDO, CANTABRIA;;29/06/1996;
2187;PRIMERA;CLUB DE JAZZ LOS PICOS DE LIERGANES;CAMILO ALONSO VEGA Nº 25, CP: 39722, LIERGANES, CANTABRIA;;03/07/1996;
2188;PRIMERA;SOCIEDAD RECREATIVA GASTRONOMICA BUGANVILLA;AVDA. RIOMAR Nº1. EDF BRAZOMAR Nº1 TXOCO Nº4, CASTRO URDIALES, CANTABRIA;;05/07/1996;
2189;PRIMERA;CENTROS DE FORMACION CANTABRIA;C/ CALDERON DE LA BARCA, Nº 4, 8º A, CP: 39002, SANTANDER, CANTABRIA;836;05/07/1996;
2192;PRIMERA;CRIADORES DE PAJAROS CANTORES;GENERAL DÁVILA Nº138 INTERIOR, SANTANDER, CANTABRIA;;25/06/1996;
2193;PRIMERA;INSTITUTO DE ESTUDIOS CANTABROS Y DEL PATRIMONIO;PASAJE DE PEÑA Nº 2 - 1ª PLANTA, CP: 39008, SANTANDER, CANTABRIA;;12/07/1996;
2194;PRIMERA;CANTABRIA MOTOR;BURGOS Nº 30 - 5º IZQ, SANTANDER, CANTABRIA;;15/07/1996;
2195;PRIMERA;CONSTRUCCION AERONAUTICA AMATEUR COMATEL;RUALASAL Nº 6 - 5 IZQ, SANTANDER, CANTABRIA;;16/07/1996;
2196;PRIMERA;ALTERNATIVA UNIVERSITARIA;UNIVERSIDAD DE CANTABRIA , SANTANDER, CANTABRIA;;19/07/1996;
2197;PRIMERA;PADRES DE ALUMNOS SUPERDOTADOS DE CANTABRIA;SAN JULIÁN Nº 3 , HERRERA DE CAMARGO, CANTABRIA;;22/04/1996;
2198;PRIMERA;CENTRO DE TERCERA EDAD DE LA CAVADA;C/. REAL SITIO Nº 38 - LA CAVADA, CP: 39720, LA CAVADA, CANTABRIA;;;
2199;PRIMERA;AMIGOS CORO RONDA GARCILASO Y CANTO CORAL;C/ JUAN JOSE RUANO Nº 2, CP: 39008, SANTANDER, CANTABRIA;;06/08/1996;
2200;PRIMERA;CULTURAL DEPORTIVA TORNEO JUVENIL FUTBOL VILLA DE LAREDO;RESIDENCIA MIRAMAR Nº2 - 4 DCHA, LAREDO, CANTABRIA;;07/08/1996;
2201;PRIMERA;ASOPRORIÑON- ASOCIACION DE PROPIETARIOS DE ORIÑON.;APARTAMENTOS CAPRI Nº56-5º, ORIÑÓN, CANTABRIA;;;
2202;PRIMERA;PEÑA RACINGUISTA CONCANOS ESTE.;C/ SIMANCAS Nº 23 (BAR LA FLOR DE LIS), CP: 39008, SANTANDER, CANTABRIA;;03/09/1996;
2203;PRIMERA;PARA LA CONSERVACION DE LA HISTORIA, ARQUITECTURA Y TRADICIONES DE LIEBANA;C/ DON DESI, Nº 3 - 1º B, CP: 39570, POTES, CANTABRIA;124;04/09/1996;
2204;PRIMERA;CANINA DE CANTABRIA;C/ EL CID Nº 3, 3º H, CP: 39300, TORRELAVEGA, CANTABRIA;412;05/09/1996;
2205;PRIMERA;AREAS VERDES;CASONA DE LA CUESTA S/N DE RASILLO DE VILLAFUFRE., RASILLO DE VILLAFUFRE, CANTABRIA;;05/09/1996;
2208;PRIMERA;DENOMINACIONES DE ORIGEN Y CALIDAD DE CANTABRIA;EDIFICIO LA CARMECITA. CAJO Nº 33, SANTANDER, CANTABRIA;;09/09/1996;
2209;PRIMERA;CULTURAL DEPORTIVA COLONIA VIRGEN DEL MAR;TRAV DEL DEPORTE, BLOQ Nº 9, BAJO S/N, CP: 39011, SANTANDER, CANTABRIA;;09/09/1996;
2210;PRIMERA;VI CONGRESO NACIONAL DE LA SOCIEDAD ESPAÑOLA DE TOXICOMANIAS.;HERNÁN CORTÉS Nº 55 PRAL DCHA, SANTANDER, CANTABRIA;;11/09/1996;
2211;PRIMERA;ESTUDIOS SANTO TOMAS;FERNANDO DE LOS RÍOS Nº50, SANTANDER, CANTABRIA;;13/09/1996;
2212;PRIMERA;COMITE DE AYUDA ESCOLAR;JOSÉ FELIPE QUIJANO Nº9 - 4º, TORRELAVEGA, CANTABRIA;;08/10/1996;
2213;PRIMERA;DE AYUDA EN CARRETERA DYA EN CANTABRIA;C/ LEONARDO RUCABADO, Nº 9 - BAJO, CP: 39700, CASTRO URDIALES, CANTABRIA;;10/10/1996;
2214;PRIMERA;PADRES DE ALUMNOS DE LA ESCUELA SUPERIOR DE NEGOCIOS.;LOCALES DEL CENTRO EN PEÑACASTILLO , SANTANDER, CANTABRIA;;10/10/1996;
2215;PRIMERA;PEÑA RACINGUISTA BITELCHUS;BAR KAR-2, AVDA. LOS CASTROS Nº71-A, URBA. LOS RÍOS. , SANTANDER, CANTABRIA;;10/10/1996;
2216;PRIMERA;RIOS Y MAR;MENÉNDEZ PELAYO 10, ENTLO-D. , SANTANDER, CANTABRIA;;15/10/1996;
2217;PRIMERA;ESTUDIANTES DE CANTABRIA;LA PEREDA Nº15 CHALET 61 , CP: 39012, SANTANDER, CANTABRIA;;08/10/1996;
2218;PRIMERA;HUMANISMO Y DESARROLLO SOCIAL;PADRE DAMIAN Nº 26, CP: 39300, TORRELAVEGA, CANTABRIA;;15/10/1996;
2219;PRIMERA;AMIGOS DEL MUSEO DIOCESANO DE SANTILLANA DEL MAR;C/ EL CRUCE S/N, CP: 39330, SANTILLANA DEL MAR, CANTABRIA;124;16/10/1996;
2220;PRIMERA;VECINOS DE SANTOÑA;VIRGEN CARMEN 1-3º , CP: 39740, SANTOÑA, CANTABRIA;;16/10/1996;
2221;PRIMERA;PEÑA BARCELONISTA EL TRASTOLILLO;C/ GENERAL DAVILA Nº 306-INTERIOR BAJO, CP: 39007, SANTANDER, CANTABRIA;;21/10/1996;
2224;PRIMERA;CULTURAL BOSQUES DE CANTABRIA;C/ SAN FRANCISCO , S/N ( CASA DEL MAR ), CP: 39770, LAREDO, CANTABRIA;135;29/10/1996;
2225;PRIMERA;BENEFICA ESTRECHANDO LAZOS;BARRIO EL MESÓN S/N, CP: 39730, BERRANGA, CANTABRIA;711;30/10/1996;
2226;PRIMERA;AGRUPACION CULTURAL RADIO ESTELA;AVDA. DE CANTABRIA Nº 55 - 2º B, CORRALES DE BUELNA, CANTABRIA;;13/11/1996;
2228;PRIMERA;DESARROLLO DE APLICACIONES DE ROBOTICA Y AUTOMATICA;LA ROBLEDA 104-A, ESC.  IZQ. 3ª A , SANTIAGO DE CARTES, CANTABRIA;;15/11/1996;
2231;PRIMERA;AGRUPACION CULTURAL Y DEPORTIVA EL SALON;BARRIO DE CAMPIZA, VALLES, CANTABRIA;;18/11/1996;
2232;PRIMERA;EL CALVARIO;BARRIO CUETO, EL CALVARIO Nº 2 - A, SANTANDER, CANTABRIA;;19/11/1996;
2233;PRIMERA;GRUPO DE ACCION LOCAL LIEBANA;CONVENTO DE SAN RAIMUNDO. C/ SAN ROQUE, Nº 7, CP: 39570, POTES, CANTABRIA;;20/11/1996;
2235;PRIMERA;CULTURAL FORAMONTANOS;PLAZA VIRGEN DEL CAMPO, S/N, CP: 39500, CABEZON DE LA SAL, CANTABRIA;129;21/11/1996;
2236;PRIMERA;LIEBANA SIGLO XXI;DESI Nº3- 1º  B DE POTES, POTES, CANTABRIA;;27/11/1996;
2237;PRIMERA;DEFENSA Y CONSERVACION DEL PATRIMONIO ARTISTICO Y CULTURAL DE LA VILLA DE RUCANDIO  ARS. ANTIQUA;RUCANDIO 88 DE RUCANDIO DE RÍO TUERTO, RUCANDIO DE RÍO TUERTO, CANTABRIA;;27/11/1996;
2238;PRIMERA;MUJERES EMPRENDEDORAS PROGRESISTAS DE SANTA C RUZ DE BEZANA.;AVDA. DE SANTA CRUZ Nº 5, BEZANA, CANTABRIA;;28/11/1996;
2239;PRIMERA;DE PADRES DE ALUMNOS DEL I.E.S. MURIEDAS;C/ PEDRO VELARDE S/N, CP: 39600, MURIEDAS, CANTABRIA;;28/11/1996;
2241;PRIMERA;DE EMPLEADOS JUBILADOS Y PENSIONISTAS DE LA CAJA DE AHORROS DE SANTANDER Y CANTABRIA;CENTRO CASYC CALLE TANTIN Nº 25, CP: 39001, SANTANDER, CANTABRIA;846;03/12/1996;
2242;PRIMERA;PADRES Y MADRES DE ALUMNOS DEL COL. PUB. SAN BLAS.;LOCAL DEL COL. PUB. SAN BLÁS., LA MONTAÑA, CANTABRIA;;04/12/1996;
2245;PRIMERA;AULA DE MERCADOS FINANCIEROS DE LA UNIVERSIDAD DE CANTABRIA.;FACULTAD DE ECO. AVDA. DE LOS CASTROS S/N , SANTANDER, CANTABRIA;;05/12/1996;
2246;PRIMERA;CULTURAL DE MAYORES DE CASTAÑEDA;VILLABAÑEZ, 74, CP: 39660, CASTAÑEDA, CANTABRIA;;05/12/1996;
2247;PRIMERA;GAYS Y LESBIANAS PROGRESISTAS DE CANTABRIA;BONIFAZ Nº 18 , SANTANDER, CANTABRIA;;18/12/1996;
2248;PRIMERA;BAILES DE SALON DE SANTANDER Y CANTABRIA;GENERAL MOSCARDÓ,  Nº 5, ENTLO, SANTANDER, CANTABRIA;;18/12/1996;
2250;PRIMERA;SOCIEDAD CULTURAL RECREATIVA JALISCO;ANTIGUAS ESCUELAS DE SAN MIGUEL DE VOTO, SAN MIGUEL, CANTABRIA;;18/12/1996;
2251;PRIMERA;CULTURAL EL CARMEN DE REVILLA;C/ EL CARMEN, Nº 90, CP: 39600, REVILLA DE CAMARGO, CANTABRIA;;23/12/1996;
2252;PRIMERA;PARA LA DEFENSA DEL PATRIMONIO HISTORICO, CULTURAL Y NATURAL DEL VALLE DE VILLAESCUSA;Bº. DE LA RIVA Nº 155-B , CP: 39690, VILLANUEVA DE VILLAESCUSA, CANTABRIA;;26/12/1996;
2253;PRIMERA;CULTURAL, DEPORTIVA, LUDICA FEMENINA LA YEZA DE PUENTENANSA;PUENTENANSA, S/Nº, CP: 39554, RIONANSA, CANTABRIA;;26/12/1996;
2254;PRIMERA;ACCION VERAPAZ CANTABRIA;C/ JULIO RUIZ DE SALAZAR, S/N, CP: 39300, TORRELAVEGA, CANTABRIA;732;27/12/1996;
2255;PRIMERA;UN SOLO MUNDO;PASEO GENERAL DAVILA, Nº 326 - 1º, CP: 39007, SANTANDER, CANTABRIA;;08/01/1997;
2256;PRIMERA;ADAYA AMIGOS DE AFRICA Y AMERICA;C/ LA ENSEÑANZA, Nº 6 - 4º C, CP: 39001, SANTANDER, CANTABRIA;;08/01/1997;
2257;PRIMERA;CULTURAL DE EDUCACION PERMANENTE (A.C.E.P.);C/ INDUSTRIA, Nº 71, CP: 39610, EL ASTILLERO, CANTABRIA;135;09/01/1997;
2258;PRIMERA;CULTURAL AMIGOS DE LA DANZA;C/ BALDOMERO IGLESIAS, Nº 6 - 2º A, CP: 39300, TORRELAVEGA, CANTABRIA;129;10/01/1997;
2260;PRIMERA;CLUB DEPORTIVO CECAPA;AVDA. PARAYAS Nº 132, CP: 39600, MALIAÑO, CANTABRIA;;25/02/2013;
2261;PRIMERA;DEPORTIVO CULTURAL LA CAPIA;BARRIO DE PARAMENES DE VIÉRNOLES, VIÉRNOLES, CANTABRIA;;16/01/1997;
2262;PRIMERA;GRUPO DE ACCION LOCAL COMARCA ASON-AGÜERA;C/ BARON DE ADZANETA ( EDIFICIO DE LA FUNDACION ORENSE ), CP: 39800, RAMALES DE LA VICTORIA, CANTABRIA;;16/01/1997;
2264;PRIMERA;JC PARA LA DIFUSION DEL ARTE CANTABRO;C/ RAMPA DE  SOTILEZA  Nº 3 BAJO, SANTANDER, CANTABRIA;121;07/01/2008;
2265;PRIMERA;CIUDADANA POR EL BIENESTAR MEDIO AMBIENTAL DE SANTANDER;PASAJE DE PUNTIDA  Nº - 3º DCHA, SANTANDER, CANTABRIA;;20/01/1997;
2266;PRIMERA;PEÑA RACINGUISTA LEBANIEGA;HOTEL EL INFANTADO, OJEDO, CANTABRIA;;20/01/1997;
2267;PRIMERA;PLATAFORMA ESCALANTE FRENTE AL PLAN DE ORDENACION DE RECURSOS;CASA DE LA VILLA DE ESCALANTE, ESCALANTE, CANTABRIA;;24/01/1997;
2268;PRIMERA;VII CONGRESO NACIONAL DE LA SDAD ESPAÑOLA DE NEUROCIENCIAS;CARDENAL HERRERA ORIA S/N, SANTANDER, CANTABRIA;;23/01/1997;
2269;PRIMERA;DEPOR. CULTURAL DEPOR CAMPOO;JULIÓBRIGA Nº 6, 2º, REINOSA, CANTABRIA;;24/01/1997;
2270;PRIMERA;INMIGRANTES DE CANTABRIA;ASILO Nº 2, 3B, SANTANDER, CANTABRIA;;;
2272;PRIMERA;ESCUELA MUNICIPAL DE AJEDREZ;POLIDEPORTIVO PERU ZABALLA , CASTRO URDIALES, CANTABRIA;;28/01/1997;
2274;PRIMERA;DE VECINOS DE LA RIVA, LUSA Y VALLANARES DE VILLANUEVA DE VILLAESCUSA;Bº LA RIVA, Nº 155 - B, CP: 39690, VILLANUEVA, CANTABRIA;;31/01/1997;
2275;PRIMERA;UNIVERSITARIA PARA LA PROTECCION DE LOS ANIMALES (AUNPRA);VARGAS Nº 57-A-6º, SANTANDER, CANTABRIA;;05/02/1997;
2276;PRIMERA;RONDALLA CIUDAD DE SANTANDER (ORQUESTA DE PULSO Y PUA);C/ JUAN JOSE PEREZ DEL MOLINO, Nº 21 - 5º DCHA., CP: 39006, SANTANDER, CANTABRIA;;05/02/1997;
2277;PRIMERA;AGRUPACION SOCIO-CULTURAL LOS PAPIS;CENTRO SOCIAL LA PELA. C/ ALMIRANTE PERO NIÑO, CP: 39400, LOS CORRALES DE BUELNA, CANTABRIA;;06/02/1997;
2278;PRIMERA;EXPRESSION;PERINES Nº 24, SANTANDER, CANTABRIA;;07/02/1997;
2279;PRIMERA;CULT. LA OSA. ASOCIACIÓN DE VIDA NATURAL Y CONSCIENTE;LOS MOLINOS S/N, VILLACARRIEDO, CANTABRIA;;13/02/1997;
2280;PRIMERA;GRUPO DE DANZAS ENTREMONTAÑAS - VIRGEN DE LA CUESTA;CASA DE LA MUSICA DOROTEO LOPEZ. C/ SANTO DOMINGO DE GUZMAN, S/N, CP: 39400, LOS CORRALES DE BUELNA, CANTABRIA;;13/02/1997;
2281;PRIMERA;FOLCLORE DE CANTABRIA DE CABEZON DE LA SAL;AVDA. SANTIAGO GALAS, Nº 9 - 2º IZQ., CP: 39500, CABEZON DE LA SAL, CANTABRIA;;17/02/1997;
2282;PRIMERA;CULTURAL AMASOL (AMAS DE CASA DE SOLARES); CALLE LOS TILOS  Nº 1º BJ, CP: 39710, SOLARES, CANTABRIA;212;17/02/1997;
2283;PRIMERA;ESPACIOS PLASTICOS;AVDA. SOLVAY Nº 88 , TORRELAVEGA, CANTABRIA;;21/02/1997;
2286;PRIMERA;ENMESH?98;HOSPITAL DE VALDECILLA, DPTO. DE PSIQUIATRÍA. AVD. VALDECILLA, SANTANDER, CANTABRIA;;25/02/1997;
2287;PRIMERA;SOCIEDAD PROMOTORA DE ESTUDIOS DIDACTICOS;C/ FRANCISCO DE QUEVEDO, Nº 15 - 7º C, CP: 39001, SANTANDER, CANTABRIA;;25/02/1997;
2288;PRIMERA;DEFENSA DE LOS DERECHOS DE LOS CIUDADANOS DE CANTABRIA;C/ ALTA Nº 3 BAJO, SANTANDER, CANTABRIA;;25/02/1997;
2289;PRIMERA;CULTURAL Y RECREATIVA RUTAS TURISTICAS 4X4;AVDA. SAN SATURNINO, Nº 59, CP: 39350, HINOJEDO, CANTABRIA;;28/02/1997;
2290;PRIMERA;UNIVERSITARIA CASSIOPEIA;AVDA. DE LOS CASTROS, S/N. FACULTAD DE CIENCIAS, CP: 39005, SANTANDER, CANTABRIA;;28/02/1997;
2291;PRIMERA;DE VECINOS EL CARMEN DE PREZANES;EDIFICIO LA ESCUELA. PLAZA PRINCIPAL DE PREZANES, CP: 39109, PREZANES, CANTABRIA;;28/02/1997;
2292;PRIMERA;TELESPECTADORES Y RADIOYENTES DE CANTABRIA;CASTILLA Nº 8, 5º IZQ., SANTANDER, CANTABRIA;;03/03/1997;
2293;PRIMERA;INTERDISCIPLINAR EN DROGODEPENDENCIAS DE CANTABRIA (A.I.D.C.);HERNÁN CORTÉS 9-PLª 2, SANTANDER, CANTABRIA;;04/03/1997;
2294;PRIMERA;GRUPO DE DANZAS SANTA JULIANA SANTILLANA;JESUS OTERO, COLEGIO PUBL SANTA JULIANA DE SANTILLANA., SANTILLANA DEL MAR, CANTABRIA;;04/03/1997;
2295;PRIMERA;ARGOÑOS FRENTE AL PLAN DE ORDENACION DE RECURSOS NASTURALES DE LAS MARISMAS DE SANTOÑA, VITORIA Y JOYEL;TEJIRO Nº 5, ARGOÑOS, CANTABRIA;;04/03/1997;
2296;PRIMERA;ANTIGUOS ALUMNOS DE LA OBRA SAN MARTIN;VALDENOJA Nº 10, SANTANDER, CANTABRIA;;07/03/1997;
2297;PRIMERA;UNIVERSITARIA DE ALUMNOS (CESINE);UNIVERSITARIA DE ALUMNOS (CESINE), SANTANDER, CANTABRIA;;05/03/1997;
2298;PRIMERA;AULA SOCIAL. PROGRAMAS DE ACCION SOCIAL Y CULTURAL;PROLONGACIÓN DE GUEVARA, Nº 2 - 7º H , SANTANDER, CANTABRIA;;12/03/1997;
2299;PRIMERA;SOCIO CULTURAL CASTRO VALNERA;BARRIO QUINTANA DE PENAGOS, PENAGOS, CANTABRIA;;07/03/1997;
2300;PRIMERA;EX-ALUMNOS DEL COLEGIO CORAZON DE MARIA ESCUELAS NACIONALES Y AMIGOS DE LA MAR DE LOS AÑOS 1950-1968 SAN VICENTE DE LA BARQUERA; CALLE JOSE MARIA PERECA Nº 5, CP: 39540, SAN VICENTE DE LA BARQUERA, CANTABRIA;921;28/02/2006;
